primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
Eddie.	2022	104	Drama,Thriller	8.5	15
Hollywood in the Atomic Age - Monsters! Martians! Mad Scientists!	2021	120	Horror,Sci-Fi	6.7	27
Georama Boy, Panorama Girl	2020	105	Drama	6.0	55
Pakka Commercial	2022	152	Action,Comedy,Crime	4.2	873
Salute	2022	145	Action,Crime,Drama	7.0	5210
Crrush	2021	129	Comedy	5.9	91
Shathaya Gathaya	2018	114	Drama	6.7	11
Madhagaja	2021	132	Action,Crime,Thriller	5.0	679
Pure the movie series	2018	144	Drama	8.1	10
Pure the movie series 2	2018	152	Drama	6.8	6
Pinto	2021	115	Drama	6.2	286
Silence and Sunset	2020	136	Drama	6.3	9
Mad Dog	2021	101	Drama,Thriller	5.9	309
Miss Call	2021	142	Comedy,Romance	5.1	180
Fauci	2021	104	Biography,Documentary,History	6.5	12690
Pisaach Kahini - The evil return	2021	104	Horror	7.9	14
Changayi	2021	122	Drama	6.4	8
Miles of Love	2021	135	Comedy,Drama,Music	5.4	989
The Ordinaries	2022	124	Comedy,Drama,Sci-Fi	6.9	334
Yuvam	2021	113	Drama,Thriller	6.2	340
Hero	2021	125	Action,Comedy	6.4	861
Fighter	2020	103	Drama,Sport	6.3	94
Dehati Disco	2022	122	Comedy,Musical	5.6	64
Koi Jaane Na	2021	141	Thriller	3.6	1144
January	2021	110	Drama,Horror,Mystery	6.2	170
Absolute Proof	2021	120	Documentary	2.8	844
Padma	2022	122	Drama	4.9	369
Bhramam	2021	152	Crime,Thriller	5.7	1526
Battala Ramaswami biopikku	2021	136	Comedy,Drama	5.8	179
Zombie Crush in Heyri	2020	120	Action,Comedy	5.6	21
Sasaki, in, mai main	2020	118	Drama	6.6	107
Secret Headquarters	2022	104	Action,Adventure,Comedy	5.1	6619
Bheeshma Parvam	2022	144	Action,Crime,Drama	7.6	12294
Swamp City	2021	105	Documentary,Music	8.3	26
The Kangaroo Conspiracy	2022	101	Comedy	5.9	560
Bad Living	2023	127	Drama	6.5	118
España, la primera globalización	2021	110	Documentary	7.5	271
Jinne Jamme Saare Nikamme	2021	132	Comedy,Drama	6.7	454
Book of Love	2022	106	Comedy,Romance	5.5	3189
Chicago: America's Hidden War	2021	104	Documentary	4.5	9
Bigger Is Beautiful	2021	105	Comedy	4.2	69
The Reluctant Crime	2023	113	Drama	9.0	30
April 28 Em Jarigindi	2021	113	Drama,Horror,Thriller	6.5	51
FCK 2020 - 2 and Half Years with Scooter	2022	113	Documentary,Music	7.3	58
Aa Bhi Ja O Piya	2022	102	Family,Romance	7.4	1358
Slam	2022	103	Drama	8.9	12
Camellia Sisters	2021	115	Drama	4.7	147
The Guardian	2021	127	Crime,Drama,Horror	5.7	416
Clerk	2021	115	Biography,Documentary	6.8	561
Paranoid: Everything Wipe from the Beginning	2022	110	Crime,Drama,Horror	4.9	21
Kaliveera	2021	130	Action	8.2	101
Együtt kezdtük	2022	101	Comedy,Drama,Romance	6.5	716
Detetive Madeinusa	2021	101	Comedy	3.5	77
Stop-Zemlia	2021	122	Drama	7.3	1358
On These Grounds	2021	108	Documentary	6.6	118
Who We Are: A Chronicle of Racism in America	2021	117	Documentary	7.3	1055
Northern Skies Over Empty Space	2022	114	Crime	6.3	349
Immi the Vegan	2021	101	Comedy	6.2	82
Sivakumarin Sabadham	2021	137	Comedy,Drama	4.8	1019
Chathuram	2022	120	Drama,Romance,Thriller	6.3	715
Majjma	2021	106	Drama	7.6	31
Limbo	2021	118	Crime,Drama,Thriller	7.1	1750
Forest: I See You Everywhere	2021	112	Drama	6.7	371
Bad Luck Banging or Loony Porn	2021	106	Comedy,Drama	6.5	9285
All the Light That We Can See	2020	123	Drama	6.6	12
Nostalgia	2022	117	Drama	6.8	2069
Wheel of Fortune and Fantasy	2021	121	Drama,Romance	7.5	8067
Pick A Side	2021	102	Action,Drama	5.7	61
Herr Bachmann und seine Klasse	2021	217	Documentary	8.1	780
What Do We See When We Look at the Sky?	2021	150	Drama	7.0	1729
A Cop Movie	2021	107	Action,Crime,Documentary	7.0	2021
District Terminal	2021	117	Drama	6.4	42
We	2021	115	Documentary	6.1	291
Murder Party	2022	103	Comedy,Mystery	5.0	631
Drive My Car	2021	179	Drama	7.6	57036
Pathrosinte Padappukal	2022	136	Comedy,Romance	5.2	1058
Natyam	2021	136	Drama	6.4	1292
Ichata Vahanamulu Nilupa Radu	2021	151	Drama,Mystery,Romance	5.7	428
Devineni	2021	122	Drama	8.3	1188
Sisi & I	2023	132	Biography,Drama,History	6.9	96
Dobaaraa	2022	132	Drama,Fantasy,Mystery	4.6	20352
Reach for the Rings	2021	118	Documentary,Sport	6.5	21
Terror on the Prairie	2022	107	Drama,Thriller,Western	5.3	6532
Magic	2021	125	Action	4.8	110
Hantu Bonceng 2.0	2021	102	Comedy,Horror,Mystery	4.1	45
Preetam	2021	132	Romance	7.4	80
Meri Awas Suno	2022	130	Drama,Musical	6.0	449
Întregalde	2021	104	Comedy,Drama	6.8	1385
Raka	2021	118	Action	9.5	9
Underdog: Part One	2020	132	Sport	6.5	34
Underdog: Part Two	2020	146	Drama,Sport	6.9	21
Asalem Jarigindi	2021	124	Horror	6.7	1127
Safe House 1618	2021	102	Crime,Horror	3.8	132
Dancing the Twist in Bamako	2021	129	Drama,History,Romance	6.3	225
Delta	2022	105	Drama	5.8	102
10 Tips Tipu Bini	2021	103	Comedy	7.1	11
Paappan	2022	169	Crime,Drama,Mystery	6.8	2254
Digital Life	2023	119	Comedy	8.3	6
Keep Rolling	2020	118	Documentary	7.4	224
The Asian Angel	2021	128	Drama,Romance	6.4	43
The Thing Returns	2021	101	Action,Horror,Sci-Fi	5.6	322
A Lot Like Christmas	2018	106	Romance	6.2	10
Blacklight	2022	104	Action,Drama,Thriller	4.8	21016
Petra de San José	2022	102	History	5.0	68
Last Train to Christmas	2021	110	Comedy,Drama,Fantasy	6.0	2937
Chego khochet Slava?	2021	103	Comedy	5.9	29
Befaam	2021	101	Drama	3.9	12
Dictionary	2021	109	Drama	6.5	791
Harper	2021	103	Drama	6.0	36
Mick Fleetwood & Friends Celebrate the Music of Peter Green	2021	145	Music	8.2	41
I Am Not Blind	2020	101	Drama,Family,Romance	8.7	24
Donkeyhead	2022	106	Drama	6.1	315
Sin City	2019	101	Drama,Mystery,Thriller	3.3	43
The Companions	2021	110	Drama	5.9	126
Goru	2021	106	Comedy,Drama	8.9	23
Beat	2022	101	Drama,Thriller	8.0	75
Theethum Nandrum	2021	143	Action	6.1	139
Flight	2021	116	Action,Thriller	5.5	1382
Djibouti	2021	122	Drama,Thriller	4.6	140
A Light Never Goes Out	2022	103	Drama	6.6	97
Stonewalling	2022	148	Drama	6.0	41
Turn Every Page - The Adventures of Robert Caro and Robert Gottlieb	2022	112	Documentary	8.1	201
Ganesapuram	2021	146	Drama	5.2	13
Daughters	2021	122	Comedy,Drama	6.8	51
Nootokka Zillala Andagaadu	2021	125	Comedy,Drama	6.4	360
Arjuna Phalguna	2021	130	Comedy,Crime,Thriller	4.8	414
King	2022	105	Adventure,Comedy,Family	5.1	402
A Girl Returned	2021	110	Drama	6.9	377
Me Nokta Ali	2021	110	Comedy	3.0	16
Tomorrow Morning	2022	110	Musical	6.8	50
Psycho	2021	115	Thriller	6.9	12
Divaswapna	2021	130	Drama	9.0	401
Maixabel	2021	115	Crime,Drama,Thriller	7.1	2835
The Fam	2021	112	Drama	7.0	271
14 Peaks: Nothing Is Impossible	2021	101	Adventure,Documentary,Sport	7.7	27735
Futura	2021	105	Documentary	6.7	274
Karma Strikes	2023	135	Drama,Romance,Thriller	6.3	8
Lollipops	2021	119	Thriller	3.8	25
Boys on Film 21: Beautiful Secret	2021	123	Drama	6.0	47
Seththumaan	2022	112	Drama	6.6	326
Gadera	2022	125	Drama,History,Thriller	7.2	10
Sarsenapati Hambirrao	2022	158	Action,Drama,History	8.9	2731
Dollu	2022	106	Drama	7.9	2237
Kanabadutaledu	2021	115	Crime,Thriller	5.6	224
Ajeeb Daastaans	2021	142	Drama,Romance	6.7	6043
Burning Hearts	2022	115	Crime,Drama,Romance	6.1	270
Anbirkiniyal	2021	122	Drama,Thriller	6.8	392
Thaen	2021	104	Drama	8.0	627
Somewhere in Queens	2022	106	Comedy,Drama	7.6	468
The Unlikely Pilgrimage of Harold Fry	2023	108	Drama	6.8	599
Young and the Ratchet	2021	113	Comedy,Drama	4.6	51
Bhediya	2022	156	Comedy,Horror,Thriller	7.3	15172
Omo Ghetto: The Saga	2020	110	Action,Adventure,Comedy	7.5	80
Haruka no sue	2019	119	Drama	5.5	10
Come Back Home	2022	102	Adventure,Drama,Thriller	5.4	133
One Year, One Night	2022	120	Drama	6.7	497
Dasvi	2022	125	Comedy,Drama	7.8	55805
Jarocin. Po co wolnosc	2016	105	Documentary	6.9	58
Ticket to Paradise	2022	104	Comedy,Romance	6.1	50451
Hollywood Stargirl	2022	105	Comedy,Drama,Family	5.8	1176
Vanakkam Da Mappilei	2021	162	Comedy	4.3	239
Mislandia	2019	117	Adventure,Drama,Fantasy	7.4	7
Near	2017	106	Drama,Fantasy,Horror	6.8	9
The EOD Squad	2021	120	Action,Crime,Drama	4.7	26
The Outfit	2022	105	Crime,Drama,Mystery	7.2	52866
Trail of the Beast	2022	105	Drama,History,Thriller	6.1	144
Dancing on Glass	2022	137	Drama,Thriller	5.6	941
Lobo Feroz	2022	106	Drama,Horror,Thriller	5.4	365
Character	2021	125	Crime,Horror,Thriller	6.4	1023
États de choc - Primum non nocere	2022	104	Documentary	8.8	36
The First 54 Years: An Abbreviated Manual for Military Occupation	2021	110	Documentary,History	7.0	92
Miguel's War	2021	128	Biography,Documentary	7.2	58
Hashtag Prem	2021	116	Romance	7.0	9
Baki Mathi Badbaki	2021	147	Comedy	8.2	10
Displaced	2020	101	Documentary	8.4	5
Twisted Tale: The Unmaking of Spookies	2019	101	Documentary	7.1	27
Ponzi	2021	110	Comedy	5.1	37
Enpathukalile Ebhyamar	2021	113	Action,Drama,Family	7.5	8
Y todos arderán	2021	125	Horror	6.9	67
Echo	2022	103	Drama	6.5	34
From Where They Stood	2021	115	Documentary,Drama,History	6.5	38
Anamnesis	2021	111	Documentary,Drama	5.6	22
Kshana Kshanam	2021	110	Thriller	3.6	45
The Ancestral	2022	101	Horror	4.3	200
12 Strong	2018	130	Action,Drama,History	6.5	85744
Lawyer Viswanath	2021	132	Comedy,Drama,Thriller	7.6	600
Lovely Jackson	2022	104	Documentary	9.7	97
Priyan Ottathilanu	2022	140	Comedy	6.9	924
Taledanda	2022	132	Drama	8.1	76
The Pale Blue Eye	2022	128	Crime,Horror,Mystery	6.6	104436
Mission Possible	2021	105	Action,Comedy,Crime	6.5	1517
Couple from the Future	2021	104	Comedy,Drama,Romance	6.3	561
Fishmans	2021	172	Documentary	8.4	30
Dear Megha	2021	121	Drama	7.7	603
Preman	2021	135	Drama	6.4	229
Salt	2021	130	Drama	9.1	20
Kartha	2021	155	Drama	8.7	24
Nimmuru	2021	159	Drama	9.1	83
La donna per me	2021	104	Comedy	5.7	87
Bound X Blood: The Orphan Killer 2	2019	112	Horror	4.3	9
Km 224	2022	139	Drama	6.1	82
Remains of the Wind	2022	127	Drama	7.1	349
Awasaan	2020	101	Drama	8.5	33
The Magic	2021	106	Romance	6.5	457
Made in Caravan	2023	103	Adventure,Comedy,Drama	8.5	7
Spooky College	2023	133	Comedy,Horror,Thriller	7.1	38
Darlings	2022	133	Comedy,Drama,Thriller	6.5	19516
A Good Person	2023	128	Drama	7.0	7249
The Method of Repulsing the Dove	2021	118	Mystery	6.1	99
How to Survive a Pandemic	2022	106	Documentary	5.7	189
Redemption for Easter	2021	124	Drama	6.6	21
Chal Mera Putt 3	2021	130	Comedy	6.7	1691
In the Shadow of 9/11	2021	111	Documentary	5.7	116
Arlette	2022	118	Comedy,Drama	6.0	126
Peace River	2022	135	Drama	6.1	105
Another Man Will	2017	102	Drama	7.0	7
A Christmas Tale	2021	104	Comedy,Drama,Family	6.3	990
L'établi	2023	117	Drama	7.3	67
Northern Quality	2022	106	Comedy	4.1	168
Kiss My Wounds	2022	111	Drama	6.4	38
Ride or Die	2021	142	Drama,Romance,Thriller	5.6	2220
The Grump: In Search of an Escort	2022	109	Comedy,Drama	6.4	323
Drushyam 2	2021	155	Crime,Drama,Thriller	8.1	1868
Bardo: False Chronicle of a Handful of Truths	2022	159	Comedy,Drama	6.7	13048
Lara Ati	2022	116	Comedy,Drama	6.6	150
Good Night Oppy	2022	105	Documentary	7.7	3509
Vendhu Thanindhathu Kaadu	2022	177	Action,Crime,Drama	7.4	7425
Sabaash Chandrabose	2022	124	Comedy	5.6	1066
Post Truth Times	2017	103	Documentary	5.0	41
Reflections of a Broken Memory	2022	113	Drama,Thriller	7.5	21
Eagle Wings	2021	130	Action,Drama,War	5.5	356
Someone	2021	160	Drama,Romance	7.9	20
Nna, Thaan Case Kodu	2022	138	Comedy,Crime,Drama	8.0	5070
Declaration	2022	107	Drama	6.5	4732
Kieu @	2021	125	Drama	5.2	9
She Likes That	2021	121	Romance	6.7	97
Bali	2021	103	Horror	6.5	347
Puzhu	2022	122	Crime,Drama,Thriller	6.2	2876
College Fukrey	2019	136	Romance	7.5	8
Peace	2022	128	Comedy,Crime,Drama	6.5	1131
Blueback	2022	102	Drama,Family	5.9	633
The Day Is Over	2021	103	Drama	7.1	21
Justice League 1995	2021	145	Action,Adventure,Sci-Fi	5.5	12
Teeja Punjab	2021	139	Drama,Romance	5.4	252
Papai é Pop	2021	108	Comedy,Family,Romance	5.4	43
Alaskan Nets	2021	120	Documentary	8.2	62
The Conservation Game	2021	107	Documentary	7.2	217
The Knot	2021	107	Drama	8.1	28
The Fabelmans	2022	151	Drama	7.6	86743
Avwanchhit	2021	118	Drama	8.7	49
Bheemla Nayak	2022	130	Action,Drama,Thriller	6.3	9668
Soham	2021	114	Drama	8.2	41
Bhala Thandanana	2022	134	Drama	5.5	267
White Snow	2020	127	Biography,Drama,Sport	5.6	159
Ashwatthama	2017	120	Fantasy	8.4	7
Alanti Sitralu	2021	141	Drama	6.8	45
Ninosca - The Woman and the Emigrant's Song	2020	106	Documentary,History	7.4	7
Rumba Rules, New Genealogies	2020	108	Documentary	7.7	7
One Lagos Night	2021	104	Comedy,Crime	6.5	21
My Father's Mexican Wedding	2023	108	Comedy	5.2	45
Presencias	2022	120	Drama	4.0	163
Devarakondalo Vijay Premakatha	2021	135	Drama	7.5	1012
Kadal Kuthira	2022	108	Family	8.7	10
Ferry	2021	106	Action,Crime,Drama	7.0	11681
Ecos da Vermelha	2021	138	Documentary	8.2	5
Goodbye Mister Wong	2020	106	Drama,Romance	6.2	33
Handshake	2021	112	Crime	8.4	10
Anna	2019	106	Drama	5.5	24
Reflection	2021	125	Drama,War	6.6	531
Love Like the Falling Petals	2022	128	Drama,Romance	6.5	654
Aape Pein Siyappe	2021	104	Comedy	4.3	7
Saunkan Saunkne	2022	150	Comedy,Drama,Romance	6.1	1103
I fratelli De Filippo	2021	142	Drama	7.0	248
Fix Us	2019	105	Comedy	7.4	12
We Couldn't Become Adults	2021	124	Drama,Romance	6.5	920
Tempt Raja	2021	108	Comedy	6.1	1559
Da una corsa in bicicletta	2021	110	Biography	6.8	29
Umbrella Diaries: The First Umbrella	2018	120	Documentary	8.6	5
National Theatre Live: Consent	2017	127	Comedy,Crime,Drama	7.4	29
Fear(less) and Dear	2020	106	Documentary	6.8	5
Ice Orathi	2021	101	Drama	6.2	45
Pushpaka Vimanam	2021	142	Comedy,Thriller	6.3	787
Salvation at Sunrise	2022	102	Drama	7.6	9
Elisa's Day	2021	106	Crime,Drama	5.6	89
Itomichi	2021	116	Drama	6.7	496
Born to Be Human	2021	105	Drama	6.7	59
Four to Dinner	2022	105	Comedy,Romance	6.3	3572
Hargrove	2022	107	Documentary	8.4	7
One Small Story	2021	134	Comedy,Drama	7.2	3160
Junglemahal: The Awakening	2023	143	Horror	6.0	220
Damal	2022	122	Sport	7.3	472
Labyrinthus: The Way of Not Being	2021	145	Drama	5.2	36
Killing a Traitor	2022	120	Drama	6.4	91
Hello Charlie	2021	102	Comedy	5.5	4389
Flyover	2021	120	Thriller	7.2	33
Ei Ami Renu	2021	116	Drama	7.1	18
Freeze Dance	2021	124	Drama	4.9	70
I Don't Fire Myself	2020	111	Drama	5.9	56
Buck Breaking	2021	155	Documentary	2.6	966
Cabin	2021	133	Action	5.1	618
Nikki	2022	110	Documentary	8.9	15
Bavathi	2019	121	Thriller	9.3	37
A Nau dos Loucos - Mergulho e Decolagem de Pazucus	2021	103	Documentary	6.1	7
Noble Intentions	2022	108	Crime,Drama	4.1	151
Dash	2022	105	Drama,Thriller	7.4	54
Kode Muruga	2023	145	Comedy	8.9	872
More Than Ever	2022	123	Drama,Romance	7.0	750
Kadhanika	2021	128	Thriller	8.6	1132
Black Easter	2021	113	Action,Adventure,Drama	3.2	953
HIT: The 2nd Case	2022	150	Action,Crime,Drama	7.2	5443
Copacabana papers	2021	136	Documentary	5.9	8
Gulte Gang	2021	124	Crime	6.4	35
Before Night Falls	2022	102	Drama,Horror,Mystery	6.0	88
Bitter Sugar	2021	119	Drama	7.8	6
Tandav	2021	109	Action,Drama	8.1	20
Simon Daniel	2022	122	Adventure,Drama,Mystery	8.5	839
Nix	2022	103	Drama,Fantasy,Horror	5.2	1674
Strip	2020	126	Drama	4.4	10
The Joseph Goes Livestream Movie: The Final Overload	2020	138	Comedy	4.1	8
Mrs. Chatterjee vs. Norway	2023	133	Biography,Drama	7.4	1898
Blocked	2021	131	Thriller	7.8	10
Spasite Kolyu!	2021	101	Comedy	5.0	96
2gether: The Movie	2021	107	Comedy,Musical,Romance	6.6	2077
Alban Ivanov: Élément perturbateur	2020	101	Comedy,Documentary	5.9	8
Vergo	2021	114	Drama,Horror,Mystery	7.1	18
Look Both Ways	2022	110	Comedy,Drama,Romance	6.3	21090
Dark Satellites	2022	120	Drama	6.8	82
El agua	2022	104	Drama	6.0	534
Procession	2021	118	Documentary	7.2	1312
Everything I Like	2019	146	Romance	6.1	35
Kuriyan Jawan Bapu Preshaan	2021	108	Comedy,Drama	5.9	207
Kadampari	2021	104	Horror	4.2	28
The Pilot. A Battle for Survival	2021	105	Biography,Drama,History	6.1	1375
Ritual	2022	120	Thriller	6.2	332
A Jazzman's Blues	2022	127	Drama	6.7	3763
Tangra Blues	2021	122	Drama,Musical,Thriller	7.0	290
Bank of Dave	2023	107	Biography,Comedy,Drama	7.1	6226
Me Time	2022	101	Comedy	5.1	36533
Deadpool	2016	108	Action,Comedy	8.0	1064513
Loose Change	2022	117	Action,Comedy,Crime	5.9	10
Honey Lemon Soda	2021	111	Comedy,Drama,Romance	5.8	141
My Daddy	2021	116	Drama	6.7	22
Raktha Gulabi	2021	132	Crime	7.5	136
Pachchis	2021	127	Action,Drama,Thriller	5.6	292
Ottu	2022	126	Action,Thriller	5.9	1121
The Astronaut	2022	110	Comedy,Drama	7.2	125
Set!	2021	105	Documentary	7.4	95
Operation Hyacinth	2021	112	Crime,Drama	6.8	3776
Lokatorka	2021	118	Action,Drama	6.0	148
A Madder Red	2021	144	Family	6.6	87
The Gallery	2022	318	Drama,Thriller	7.7	26
Final Cut	2022	112	Comedy,Horror	6.5	3310
Small World	2021	117	Action,Crime,Drama	5.6	738
1:11	2021	104	Drama	5.5	14
Czarna owca	2021	107	Comedy,Drama	6.5	577
Carterland	2021	122	Biography,Documentary	6.7	9
The Conference	2022	108	Drama,History,War	7.4	2374
2021 Oscar Nominated Short Films: Documentary	2021	136	Talk-Show	7.1	18
The Midnight Maiden War	2022	113	Drama	5.1	74
House Arrest	2021	106	Comedy,Drama	6.4	345
A Film Like This	2022	101	Drama	6.3	42
A Chiara	2021	121	Drama	6.8	1926
I giorni bianchi	2021	107	Drama	6.9	14
Virgin Story	2022	141	Comedy,Drama,Romance	3.6	1324
Herobrine Origins Part IV	2020	118	Action,Drama,Fantasy	6.8	12
My Precious	2023	120	Comedy,Drama,Romance	7.3	16
Sphulingo	2021	152	Drama,History	6.9	31
Sundarboner Goppo	2021	106	Drama	8.3	40
Jujutsu Kaisen 0	2021	105	Action,Animation,Fantasy	7.8	23385
Plurality	2021	107	Action,Sci-Fi,Thriller	5.5	131
Bird's Eye View - An ET's Solution for Humanity	2020	101	Adventure,Comedy,Sci-Fi	6.8	6
Mrs Undercover	2023	107	Action,Comedy	6.4	8767
Black Light	2020	107	Crime,Drama	6.1	138
Show Me the Way to the Station	2019	125	Drama	6.8	43
Pappur Biye	2021	136	Comedy	9.3	138
Anti Indian	2021	140	Comedy,Drama	5.3	1024
The Land	2021	103	Comedy,Drama	6.2	553
Werewolf Cabal	2022	109	Comedy,Horror	3.0	313
The Good Neighbor	2022	106	Thriller	6.0	9212
Birdies	2022	105	Comedy,Sport	4.4	197
Hey Pillagada	2017	113	Thriller	7.0	140
Miracle	2021	118	Crime,Drama,Thriller	6.7	833
The World Beyond Silence	2021	119	Documentary	5.8	19
Death of a Girlfriend	2021	113	Mystery,Romance,Thriller	6.2	477
101 Reys	2020	110	Biography	7.6	17
The Swedish Boys	2020	102	Drama	8.2	8
The Young Chief Winnetou	2022	103	Adventure,Family,Western	4.8	175
Still Out of My League	2021	114	Comedy,Drama,Romance	5.6	929
Everything at Once	2021	102	Documentary	6.1	120
Princess	2022	111	Drama	6.9	65
Forever Out of My League	2021	105	Comedy,Drama,Romance	5.4	596
Laid-Back Camp Movie	2022	120	Adventure,Animation,Comedy	7.5	252
Songs for a Fox	2021	125	Drama,Fantasy,Music	6.3	111
Mathil	2021	104	Drama	6.6	90
My Father's Violin	2022	112	Drama	6.4	3776
UFO	2022	109	Drama	4.8	1091
Lady Chatterley's Lover	2022	126	Drama,Romance	6.6	18617
First Oscar	2022	114	Drama,History,War	5.6	124
Kadamaiyai Sei	2022	154	Drama	3.5	125
Rastorhuev	2021	127	Documentary	7.4	21
The Book of Fish	2021	126	Drama	7.4	698
Pantafa	2022	105	Horror	5.6	28
Sheer Pandemic	2022	104	Comedy	4.8	78
LFG	2021	105	Documentary,Sport	5.4	900
Cha Cha Real Smooth	2022	107	Comedy,Drama	7.3	22267
Antigone	2021	104	Drama	9.2	5
Gulal.com	2021	111	Comedy	8.5	50
Shin Kamen Rider	2023	121	Action,Adventure,Drama	6.3	270
Flawless	2022	135	Comedy,Fantasy,Romance	5.7	13
Ready o/r Knot	2021	103	Comedy,Romance	6.3	122
Alpha Beta Gamma	2022	124	Comedy,Drama	9.0	6
Kallan D'Souza	2022	120	Comedy	4.6	187
North of the 10	2022	154	Comedy,Drama	6.5	119
Trang Ti Phieu Luu Ky	2021	110	Comedy,Family,Fantasy	4.2	65
Buffoon	2022	119	Drama	5.1	278
Lucifer'e and The Great Controversy	2020	128	Horror	8.5	16
Kaatinarike	2021	136	Drama	7.2	13
Na mo Naki Sekai no End Roll	2021	101	Drama	7.2	102
Disobedient	2022	110	Comedy,Drama	5.6	256
Tara vs Bilal	2022	126	Comedy,Drama,Romance	5.8	2280
Six Years Gone	2022	102	Drama	7.6	67
F@ck This Job	2021	104	Documentary,News	7.4	516
Hello Ghost	2023	114	Comedy,Drama	8.0	5
My Name Is Azhakan	2022	130	Comedy	5.7	147
Grand Prix	2022	107	Comedy,Drama	5.9	52
Empire of Light	2022	115	Drama,Romance	6.6	17463
Onyx the Fortuitous and the Talisman of Souls	2023	108	Comedy,Horror	6.6	160
The Beheading of St John the Baptist	2022	127	Comedy,Drama	7.6	173
Kenzeli	2021	109	Drama	5.8	40
The Twelve Stories of Glen Anggara	2022	118	Drama,Romance	7.0	96
Dear Future Husband	2021	117	Drama	7.6	32
Homunculus	2021	115	Drama,Fantasy,Mystery	5.5	3271
The Dark Side	2021	105	Horror	5.4	9
The Shadow of the Day	2022	125	Drama,Romance	6.6	242
Agent	2023	156	Action,Thriller	4.3	968
Momshies! Ang soul mo'y akin!	2021	108	Comedy	5.4	44
A Day to Die	2022	105	Action,Crime,Drama	3.5	4617
The Rapist	2021	132	Drama	7.5	43
State of Siege: Temple Attack	2021	110	Action,Thriller	7.7	9482
In the Wake	2021	135	Crime	6.4	287
Tomorrow's Dinner Table	2021	124	Drama	5.8	36
Jatugriha	2022	104	Drama,Horror	8.3	100
Nede Vidudala	2023	126	Comedy,Drama	9.1	1801
Qala	2022	119	Drama,Music	7.2	6353
Man in Love	2021	115	Drama,Romance	6.9	2110
Shukra	2021	119	Drama	7.4	1538
Hellbox	2021	119	Horror	2.7	157
Sitapur: The City of Gangsters	2021	155	Action	5.2	26
Desire Machine: 60 Years of Teatro Oficina	2021	110	Documentary	8.3	17
Ode to the Spring	2022	122	Drama	4.6	40
Krishna Talkies	2021	146	Horror	7.7	58
Dilli Kaand	2021	112	Drama	5.2	9
Naai Sekar	2022	131	Comedy,Drama	4.8	501
Madhura Wines	2021	127	Drama	7.1	91
Sexo y revolución	2021	103	Documentary	8.8	22
Learning to Live Together: The Return of Mad Dogs & Englishmen	2021	111	Documentary,Music	8.0	8
Sisters	2022	104	Drama	7.7	145
Goodbye	2022	130	Comedy,Drama,Family	6.8	9098
The Fox	2022	118	Drama,History,War	7.9	178
No País de Alice	2021	109	Documentary	6.6	9
Father Stu	2022	124	Biography,Drama	6.5	24725
Young Adult Matters	2020	127	Drama	5.9	435
Placés	2022	111	Comedy,Drama	6.3	154
Wrath of Desire	2020	118	Drama,Mystery,Romance	6.0	59
No Prior Appointment	2022	120	Drama	5.4	182
Zokki	2020	113	Comedy,Drama	6.1	110
Tár	2022	158	Drama,Music	7.5	70563
Otru	2022	122	Drama,Thriller	8.4	1226
Gekijôban G No Reconguista III: Uchû kara no isan	2021	104	Animation	7.3	22
Mom	2021	111	Drama	5.9	28
Nyay: The Justice	2021	110	Drama	1.0	1650
Louis Armstrong's Black & Blues	2022	106	Biography,Documentary,Music	7.4	546
Ishq: Not a Love Story	2021	121	Drama,Romance	5.4	283
MAD [in]	2021	113	Drama	5.1	228
Miral	2022	115	Drama	5.8	1166
Writer	2021	150	Drama	7.7	1392
Neighbours	2021	124	Drama	7.5	184
Yuva Sarkar	2020	137	Drama	5.6	151
Justice	2021	137	Drama	9.5	14
Alaska	2022	124	Drama	8.8	10
About Fate	2022	103	Comedy,Romance	6.3	8485
The Past is Always New, the Future is Always Nostalgic: Photographer Daido Moriyama	2019	112	Biography,Documentary	7.7	12
Phantom Summer	2022	106	Horror,Musical	5.9	25
The Ark	2021	102	Documentary	6.7	14
The Son	2022	123	Drama	6.3	7495
Gandhi & Co.	2022	101	Drama	7.7	9
Enna Solla Pogirai	2022	146	Drama,Romance	4.6	2864
Pahelo Divas	2018	129	Drama	7.0	6
Vitthala	2018	133	Drama	7.2	5
Aavuj Reshe	2018	145	Drama	6.4	143
Through My Window	2022	116	Comedy,Drama,Romance	5.5	12511
Love Story Ma Locho Padyo	2017	138	Drama	6.8	7
Once Upon a Time in Hong Kong	2021	105	Action,Crime,History	5.4	233
Lohi Ni Sagai	2017	154	Drama	7.4	7
Cleanin' Up the Town: Remembering Ghostbusters	2019	128	Documentary	7.4	417
Sathyam Mathrame Bodhippikkoo	2022	126	Comedy	3.8	221
First Date	2021	106	Comedy,Musical	6.0	26
Lumina	2021	105	Drama	7.2	11
Inubu	2021	114	Family	6.0	47
Wadaiko Girls	2021	117	Family	5.6	10
Ghosty	2023	139	Comedy,Drama,Horror	3.9	146
Fantasía de juventud	2020	120	Drama	4.1	37
Thar	2022	108	Action,Crime,Drama	6.1	7582
Kudukku 2025	2022	124	Thriller	7.5	43
3 DOBA: Three Mistakes of God	2016	135	Comedy,Drama	6.8	5
Half Ticket	2016	147	Drama	6.7	7
College Bus	2016	135	Drama	7.0	7
Lavari	2016	142	Drama	7.6	10
