primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
Pertaruhan	2017	106	Action,Crime,Drama	6.5	181
Danger One	2018	101	Action,Comedy,Crime	5.6	5091
Los Tigres Del Norte: Stories to Tell	2022	105	Documentary	8.0	84
J Revolusi	2017	105	Action,Adventure,Thriller	5.0	196
The 3rd Eye	2017	107	Drama,Fantasy,Horror	5.1	1534
The Colony	2021	104	Action,Adventure,Sci-Fi	5.4	10772
The Silent Natural	2019	140	Biography,Family,History	6.0	127
Mentada de Padre	2019	102	Comedy	5.7	403
2017 Oscar Nominated Shorts - Documentary	2017	154	Documentary	8.0	26
Killing Eleanor	2020	106	Comedy,Drama	5.9	186
Home Team	2017	102	Family,Sport	6.5	121
The Last Stop	2017	110	Biography,Documentary,Drama	7.1	399
BedFellas	2017	120	Action,Crime,Drama	6.6	10
Mr. Long	2017	129	Action,Crime,Drama	7.0	1608
Chitrokar	2016	147	Drama	6.6	21
Devi	2017	116	Drama	4.8	80
McQueen	2018	111	Biography,Documentary	7.7	8162
Indivisible	2018	119	Drama,War	5.8	1304
The Next Samba	2016	106	Documentary	8.4	13
Haseena	2017	135	Biography,Crime,Drama	4.3	1518
Putani Safari	2017	134	Adventure,Family	7.4	8
Fighting with My Family	2019	108	Biography,Comedy,Drama	7.1	84203
Gold Coins	2017	145	Family	7.8	22
Immortal Demon Slayer	2017	123	Action,Adventure,Family	5.8	1838
Long Live Brij Mohan	2017	105	Comedy,Crime,Drama	6.6	3838
Baazaar	2018	137	Crime,Drama,Thriller	6.5	5835
Noblemen	2018	108	Drama	5.6	329
Lavakusha	2017	151	Comedy	5.0	329
No Trespassing or Cameras Allowed	2017	103	Comedy,Thriller	5.9	67
Lone Star Deception	2019	106	Drama	5.1	36
Knock	2017	113	Comedy	6.1	3629
And Your Bird Can Sing	2018	106	Drama	6.8	653
George	2018	120	Documentary	8.7	35
National Theatre Live: The Deep Blue Sea	2016	160	Drama	7.8	310
The Kindness of Strangers	2019	112	Drama	6.5	4628
Ramante Edenthottam	2017	122	Comedy,Drama,Romance	5.9	540
An Evening with Beverly Luff Linn	2018	108	Comedy,Crime	5.8	6299
Love Is a Broadway Hit	2017	103	Romance	5.2	27
Wong Shun Leung: The King of Talking Hands	2016	120	Documentary	8.7	16
Cactus Flower	2017	104	Adventure,Drama,Fantasy	6.1	138
Bunch of Kunst	2017	103	Biography,Documentary,Music	7.4	332
Ekti Cinemar Golpo	2018	153	Drama	5.8	21
Gohin Baluchor	2017	148	Drama	6.9	201
Debi	2018	107	Drama,Horror,Mystery	7.8	4863
Collision	2019	117	Drama	6.4	885
Open 24 Hours	2018	102	Horror	5.5	4153
Jay and Silent Bob Reboot	2019	105	Action,Adventure,Comedy	5.6	27065
Fugay	2017	122	Drama	6.1	102
Katamarayudu	2017	146	Action,Comedy	5.5	2512
Premi O Premi	2017	136	Comedy,Romance	6.4	127
Spyder	2017	155	Action,Crime,Thriller	6.3	10840
The Lost Brother	2017	112	Crime,Drama,Thriller	6.5	1781
Teddy Pendergrass: If You Don't Know Me	2018	106	Biography,Documentary	7.6	468
Hunting Emma	2017	102	Action,Thriller	5.9	1332
Last Call	2021	102	Comedy	4.1	827
Killer Retreat	2018	101	Drama,Thriller	4.0	64
The Quake	2018	106	Action,Drama,Thriller	6.2	13180
My Heart Is an Octopus or My Father on the Shore of the Black Sea	2016	112	Animation,Biography,Crime	8.0	10
Yalla 3a2belkon Chabeb	2016	118	Comedy,Drama,Romance	6.5	147
The Antique: Secret of the Old Books	2018	121	Drama,Mystery	5.5	136
Enemy Within	2019	109	Action,Drama,History	4.7	1040
The Wicked Gift	2017	112	Horror,Mystery,Thriller	4.5	815
11 Days and a Wake Up	2017	105	Documentary	8.2	12
Zero	2018	164	Comedy,Drama,Romance	5.2	28899
Close Enemies	2018	111	Drama,Thriller	6.4	2867
The Guys	2017	115	Comedy,Romance	6.4	361
Knights of the Zodiac	2023	112	Action,Adventure,Drama	4.6	1943
Barad	2016	104	Drama	8.8	8
Chaamp	2017	120	Sport	6.4	944
In the Intense Now	2017	127	Documentary,History	7.3	596
The Foolish Bird	2017	118	Drama	5.6	166
Elián	2017	108	Documentary	6.9	163
Falchi: Falcons Special Squad	2017	111	Crime,Drama	5.1	308
Salyut-7	2017	111	Action,Drama,History	7.2	11736
Behen Hogi Teri	2017	128	Comedy	5.6	2236
The Endless Question	2020	118	Documentary	5.8	22
Sakura Guardian in the North	2018	126	Drama	5.1	74
Principal: Am I in a Love Story?	2018	112	Comedy	5.5	165
Spark	2017	121	Drama	6.3	140
The Good Neighbour	2019	113	Sci-Fi	5.8	66
Legend of the Broken Sword Hero	2017	122	Action	5.5	262
Buying A Man	2017	135	Comedy,Drama,Romance	6.3	709
Lady Rider	2017	105	Action,Crime,Thriller	4.1	42
Happy Happy Joy Joy: The Ren & Stimpy Story	2020	104	Documentary	7.1	764
Embattled	2020	117	Action,Drama,Sport	6.5	3401
C/O Saira Banu	2017	156	Comedy,Drama	6.4	624
The Commodore Story	2018	120	Documentary	6.1	418
C'est le coeur qui meurt en dernier	2017	103	Drama	7.1	258
Wie Bojen im Meer	2017	114	Documentary,Drama	8.4	7
A Marriage Story	2017	102	Documentary	7.5	68
Speak Up	2017	122	Documentary	7.2	100
Rum	2017	131	Horror	4.1	142
Ennodu Vilayadu	2017	110	Thriller	5.7	102
My Ex and Whys	2017	120	Comedy,Drama,Romance	6.0	609
Cowboy's Heart	2018	120	Drama,Music	7.1	637
Leera the Soulmate	2018	104	Sci-Fi	4.9	2161
Perseverance	2017	108	Biography,Drama	5.3	29
National Theatre Live: Saint Joan	2017	240	Drama	7.4	118
Being Frank	2018	109	Comedy	6.1	1643
PolandJa	2017	103	Comedy	4.2	185
Dark Blue Girl	2017	103	Drama	6.6	240
Stratford Festival: Macbeth	2017	157	Drama	7.0	53
Srivalli	2017	130	Sci-Fi	4.2	71
Zensur - die organisierte Manipulation der Wikipedia und anderer Medien	2017	134	Documentary	7.1	16
Montrak	2017	121	Action,Fantasy,Horror	3.7	143
Kanika	2017	112	Horror	4.5	113
This Little Father Obsession	2016	103	Biography,Documentary,Family	8.1	8
Bloody Bits: Shorts Compilation Vol. 1	2016	127	Horror	6.7	20
The Mad King of Taipei	2017	115	Drama	3.8	31
Ultra Low	2018	117	Drama	5.1	2035
Mandobasar Galpo	2017	104	Drama	6.1	91
The Apparition	2018	144	Drama,Mystery	6.3	1782
We'll Get Back to You	2017	102	Comedy,Drama,Romance	5.8	2309
Jill	2022	101	Drama	8.0	39
Bad Candy	2020	103	Horror,Thriller	4.0	3213
The Service	2017	109	Drama	7.7	46
Koto Shopno Koto Asha	2017	140	Romance	4.6	12
Home Away	2017	102	Drama,Family	7.2	6
The Lowlife	2017	120	Drama	5.8	187
X-Men: Dark Phoenix	2019	113	Action,Adventure,Sci-Fi	5.7	193882
Fear Street: Part One - 1994	2021	107	Drama,Horror,Mystery	6.2	85939
Sleepless Nights	2016	119	Horror	4.8	128
Hitler's Hollywood	2017	105	Documentary,History	6.8	798
Native Son	2019	104	Drama	5.7	2653
The Patent Scam	2017	109	Documentary	7.5	373
Pagadi Aattam	2017	129	Crime	6.1	102
Yaman	2017	152	Action,Drama,Thriller	6.3	556
Muthuramalingam	2017	137	Action,Drama	1.7	291
Fodi Laishu Yaar	2017	137	Comedy,Romance	5.0	24
Kaal Kg Preethi	2017	114	Romance	6.1	453
Asahinagu	2017	105	Comedy,Family,Sport	6.4	194
La morsure des dieux	2017	120	Drama	7.2	11
Winner	2017	155	Action,Drama	4.6	472
Bir Bikram	2016	136	Action,Comedy,Romance	5.8	64
Basheerinte Premalekhanam	2017	130	Drama,Romance	5.8	48
Chipku	2016	135	Drama	8.0	7
The White Tiger	2021	125	Crime,Drama	7.1	62602
Negative Numbers	2019	110	Drama	7.2	214
Cruel and Unusual	2017	102	Documentary	7.3	77
The Ring Thing	2017	106	Drama	5.0	222
Human Flow	2017	140	Documentary	7.1	2706
Minu näoga onu	2017	110	Comedy,Drama	6.7	260
Blame!	2017	106	Action,Animation,Drama	6.6	8541
El ocaso del cazador	2017	120	Action,Crime,Western	4.2	12
Night Bus	2017	139	Crime,Thriller	6.9	206
Mack the Knife - Brecht's Threepenny Film	2018	130	Biography,Drama	6.6	686
Mask of Thorn	2019	102	Horror	2.9	426
Rakshadhikari Baiju Oppu	2017	162	Comedy,Drama	7.3	1025
The Silent Revolution	2018	111	Drama,History	7.4	5616
The Job Interview	2017	132	Sci-Fi	8.4	20
Bijuli Machine	2016	104	Comedy,Drama,Sci-Fi	8.3	49
Saheba	2017	141	Action,Drama	6.6	37
Humble Politician Nograj	2018	149	Comedy,Drama	6.9	1146
She Is the Ocean	2018	101	Documentary	7.4	90
Wishbone	2017	106	Crime,Drama	5.8	135
102 Not Out	2018	102	Comedy,Drama	7.4	7340
Adam Joan	2017	160	Romance,Thriller	6.4	1721
Sathya	2017	118	Action,Thriller	2.6	141
Midnight Bus	2017	157	Drama	7.6	55
Baaraat Company	2017	124	Comedy,Romance	5.2	662
A Place to Be	2017	113	Comedy,Drama,Romance	6.1	119
The Sower	2016	117	Crime,Drama,Family	7.5	22
Easy to Learn, Hard to Master: The Fate of Atari	2017	110	Documentary	6.5	283
Relativity	2019	111	Drama	6.4	618
Alex's Strip	2019	109	Drama	5.9	61
Overwhelm the Sky	2019	170	Drama	7.8	46
Miles in the Life	2017	106	Documentary	7.9	64
Hichki	2018	116	Comedy,Drama	7.5	13031
The Prison	2017	125	Action,Crime	6.5	2010
Happier Times, Grump	2018	118	Comedy,Drama	7.2	1124
Stupid Young Heart	2018	102	Drama	6.2	891
Drive	2019	147	Action,Crime,Thriller	3.1	7937
A Paris Education	2018	137	Drama	6.4	664
Eyes Wide Open	2018	110	Action,Mystery,Thriller	5.3	21
Anina provizija	2017	101	Drama	5.5	42
Gipsy Queen	2019	117	Drama,Sport	6.6	752
Kuttram 23	2017	151	Action,Crime,Thriller	7.3	2905
Mupparimanam	2017	141	Romance,Thriller	4.8	116
Gunturodu	2017	142	Action,Comedy	5.4	729
Yaakkai	2017	127	Romance,Thriller	5.1	119
The Innocent	2018	114	Drama	6.0	240
Samui Song	2017	108	Drama,Thriller	6.0	530
Jacqueline I Am Coming	2019	112	Drama	8.5	24
Back Home	2018	103	Comedy	5.7	726
Kaagaz Ki Kashti	2017	127	Documentary	8.9	279
The Hidden Dove	2018	107	Action,Drama	7.2	13
Life in a Year	2020	107	Drama,Romance	6.1	9544
The Paris Opera	2017	110	Documentary,Music	6.9	261
All by Myself	2017	106	Drama	4.2	6
Neo Rauch: Comrades and Companions	2016	105	Documentary	6.9	56
Bluebeard	2017	117	Thriller	6.4	2069
Sara's Notebook	2018	115	Adventure,Drama,Mystery	5.9	2844
The Chinese Exclusion Act	2017	114	Biography,Documentary,History	7.8	94
Ray & Liz	2018	108	Drama	6.7	1754
Cantábrico	2017	101	Documentary	7.3	280
Turno do Dia	2018	127	Documentary	7.2	13
Únos	2017	102	Drama	6.7	491
English vs English	2016	116	Thriller	8.2	17
Truth	2018	107	Drama,Thriller	5.7	55
Shaun Barker: One More Time	2017	106	Documentary	9.3	11
Eternal Winter	2018	110	Drama,History,Romance	7.4	1862
The Insanity	2016	107	Comedy,Mystery,Thriller	6.3	187
Karayel	2017	105	Drama	4.8	5
Dead End of Trust	2017	103	Adventure,Drama,Romance	6.4	19
Come, Together	2017	122	Drama	6.5	12
Kurtlar ve Çakallar	2018	110	Drama,History	6.9	22
Pappa pia	2017	105	Comedy,Music,Romance	2.8	8801
Rain Beau's End	2020	103	Drama	8.3	84
Rust Creek	2018	108	Crime,Drama,Thriller	5.9	12375
Bad Investigate	2018	120	Action,Comedy,Crime	6.5	762
Voyage of the Southern Sun	2017	103	Documentary	8.7	18
Bhanwarey	2017	120	Comedy	7.1	60
The Orange Years: The Nickelodeon Story	2018	102	Documentary	7.5	1226
Motor Mitraan Di	2016	119	Comedy	6.0	45
PSV Garuda Vega	2017	150	Action,Drama	7.6	1316
Seeking Happily Ever After	2018	104	Drama,Romance	6.7	1239
Solo	2017	154	Action,Drama,Thriller	7.1	3964
Clara	2018	105	Drama,Sci-Fi	6.7	5430
The Bygone	2019	115	Crime,Drama,Mystery	5.6	2954
Escaping Freedom	2020	139	Drama,Romance	6.4	108
Manu	2018	180	Mystery,Romance,Thriller	7.7	1108
Minnaminungu	2017	130	Drama	7.5	151
Ranam	2018	136	Action,Crime,Drama	6.4	1424
Thammar Boyfriend	2016	123	Comedy	6.0	122
Aaron	2018	115	Drama	7.4	66
Villain	2017	143	Action,Crime,Thriller	6.1	2539
The Space Between Words	2019	103	Comedy,Drama,Romance	6.6	11
The Favorite	2019	108	Drama	5.5	409
Special Forces: The Fight Against Terror	2017	255	Action,Biography,Documentary	8.1	8
Beloved Beast	2018	173	Horror	3.6	194
K Sera Sera	2016	125	Drama,Family	7.9	7
Story of an Egg	2017	124	Comedy,Drama	8.0	1512
If I Think of Germany at Night	2017	105	Documentary	6.0	191
Lakshyam	2017	120	Action,Adventure,Thriller	5.6	417
Indu Sarkar	2017	139	Drama,Thriller	6.0	2229
9 Ways to Hell	2022	104	Comedy,Drama,Horror	4.3	110
The Blood of Wolves	2018	126	Crime,Drama	7.0	1506
Recall	2018	120	Drama	6.4	317
The Travelling Cat Chronicles	2018	118	Drama	6.9	495
The House of Violent Desire	2018	117	Horror,Mystery,Thriller	3.3	311
T-Junction	2017	106	Drama	7.3	21
Theeram	2017	109	Drama,Romance	6.3	85
Black Magic for White Boys	2017	105	Comedy	6.1	128
Disgraced	2017	102	Crime,Documentary,Sport	7.3	773
The Wild Pear Tree	2018	188	Drama	8.0	25507
Gogol. Nachalo	2017	107	Crime,Horror,Mystery	5.8	1980
Shanghai Fortress	2019	107	Action,Sci-Fi	4.4	2577
Bad Times at the El Royale	2018	141	Crime,Drama,Mystery	7.1	155699
Was uns bindet	2017	102	Documentary	7.6	15
Talav	2017	112	Romance	8.3	8
Moon and Thunder	2017	120	Drama	7.3	35
Gekijouban soushuuhen Ôbârôdo: Fushisha no ou	2017	102	Animation	7.1	119
Atashira	2017	105	Mystery	7.0	108
The Jinx	2017	118	Thriller	6.9	21
Warau manekineko	2017	127	Comedy	6.7	18
Offene Wunde deutscher Film	2017	116	Documentary	6.2	51
Bhoy Intsik	2017	107	Drama	6.0	10
Julieum 4 Perum	2017	137	Family	4.7	7
Manga jima	2017	107	Comedy	4.6	5
The Match	2020	119	Drama,History,Sport	5.8	747
Kadam Katha	2017	121	Comedy	6.0	88
The Wind in Your Heart	2017	107	Drama,Romance	7.2	23
Pareeth Pandari	2017	112	Drama	6.8	76
Jattu Engineer	2017	139	Comedy	6.2	3403
Kadugu	2017	115	Drama	7.4	558
Yuddham Sharanam	2017	141	Action,Thriller	5.8	553
God's Fool	2020	120	Drama	5.2	32
Part-time Spy	2017	117	Action,Comedy	5.4	406
Mon Mon Mon Monsters	2017	113	Comedy,Drama,Horror	6.3	1602
XConfessions Vol. 8	2016	137	Adult	6.2	15
Sunday Holiday	2017	135	Comedy,Drama	7.1	1462
Carbon	2018	146	Adventure,Thriller	6.8	1326
History of Joy	2017	120	Drama	5.2	40
Goodbye Mr. Loser	2017	105	Comedy	6.6	28
God's Not Dead: A Light in Darkness	2018	105	Drama	4.4	4243
BOSTON: An American Running Story	2017	114	Documentary	7.4	136
Infinite	2021	106	Action,Sci-Fi,Thriller	5.4	55107
My Little Brother	2017	106	Comedy	6.4	174
Youth	2017	135	Drama,Romance,War	7.0	3278
Imagens do Estado Novo 1937-45	2016	227	Documentary	8.1	39
Oru Malayalam Colour Padam	2017	117	Drama	7.4	8
Tora Tora	2017	118	Comedy,Family,Sci-Fi	7.5	1356
Bruce Lee	2017	125	Action,Comedy	2.3	205
Kattappava Kanom	2017	125	Comedy	5.4	139
The Game Will Start Now	2016	130	Action,Thriller	4.8	15
Against All Odds, the Making of DEUCE of SPADES	2016	210	Documentary	9.5	14
Descent Into the Maelstrom	2017	110	Documentary,Music	7.8	63
Nabab	2017	140	Comedy,Romance,Thriller	7.0	1223
Crazy Alien	2019	116	Comedy,Sci-Fi	5.8	1446
TranZformed: Finding Peace with Your God-Given Gender	2017	106	Documentary	4.3	13
Hakka	2017	130	Action	8.8	5
Ojukokoro: Greed	2016	110	Comedy,Crime,Thriller	6.7	67
Vragove	2017	101	Drama	6.5	85
What They Had	2018	101	Drama	6.7	4508
The Spy Who Dumped Me	2018	117	Action,Adventure,Comedy	6.0	79928
Extremity	2018	103	Horror,Mystery	4.2	1005
Amok	2017	108	Crime,Thriller	5.8	658
Gaon	2018	124	Drama	5.3	114
Sherlock Toms	2017	147	Comedy	5.4	481
The Broken Rose	2018	111	Drama	6.2	155
American Media & The Second Assassination of John F. Kennedy	2017	130	Documentary	8.7	45
Musical Chair	2020	134	Drama	7.3	53
Valmentaja	2018	111	Biography,Drama	4.4	336
Railway Raju	2019	120	Crime,Thriller	9.5	20
Pataki	2017	140	Action,Comedy	5.5	175
Totem	2017	119	Crime	3.5	176
El Buen Cristiano	2016	120	Documentary	7.3	18
Dolittle	2020	101	Adventure,Comedy,Family	5.6	67166
Big Daddy	2017	138	Drama	6.2	12
Spacewalk	2017	137	Drama,History	7.2	7695
The Open Door	2017	110	Adventure,Drama	4.1	145
Kangaroo	2017	103	Documentary	7.4	112
Transit	2018	101	Drama,Sci-Fi	6.9	11045
Holy Hustle	2017	110	Comedy	6.1	15
Lappan Chhappan	2017	111	Crime,Drama	6.2	44
Marti	2017	137	Drama	6.6	106
Forgive Us Our Debts	2018	104	Drama	6.2	1666
The Bunker	2017	107	Drama,Mystery,Sci-Fi	6.4	94
Outlaw King	2018	121	Action,Biography,Drama	6.9	75876
Street Lights	2018	129	Crime,Thriller	6.1	1311
Aana Alaralodalaral	2017	120	Comedy	3.9	158
Oru Cinemakkaran	2017	125	Crime,Drama,Mystery	5.3	330
Rogue	2017	134	Action,Thriller	4.8	160
Bio	2017	105	Drama	7.8	41
Pennywise: The Story of It	2021	126	Documentary,Horror	7.5	784
Resistance	2019	122	Drama,History	6.6	152
Thirst	2018	111	War	5.6	52
Sky Poets	2019	102	Documentary	7.0	24
Ladies in Black	2018	109	Comedy,Drama,Romance	6.7	7255
Charandas Chor	2017	101	Drama	9.5	102
Hogan	2017	108	Action,Drama,Sport	7.0	13
Laplace's Witch	2018	115	Drama,Mystery,Thriller	5.2	695
Don't. Get. Out!	2018	109	Action,Drama,Thriller	5.8	1734
A Yangtze Landscape	2017	156	Documentary	7.2	24
Shororipu	2016	106	Crime,Thriller	6.4	53
Pokkiri Simon: Oru Kadutha Aaradhakan	2017	140	Comedy	4.8	331
Oru Visheshapetta Biriyani Kissa	2017	126	Drama	4.8	111
The Field Guide to Evil	2018	117	Horror	4.8	2360
Miss Dalí	2018	165	Drama	5.3	88
She Came to Me	2023	102	Comedy,Drama,Romance	6.3	164
Eclipse: Keo-teo	2016	103	Crime,Drama	6.3	138
Aami	2018	155	Biography,Drama	6.6	481
Rangeela Raja	2019	162	Comedy	2.0	263
Sonsuz Ask	2017	114	Drama,Romance	6.1	2496
Extraordinary Mission	2017	117	Action,Crime	6.2	851
Meus 15 Anos	2017	103	Comedy,Drama,Family	5.2	345
One Winter Night	2019	130	Drama,Mystery	4.0	1685
Ittefaq	2017	105	Crime,Mystery,Thriller	7.2	13346
The Swearing Jar	2022	110	Drama,Musical,Romance	6.2	470
3 Wheeling	2017	101	Documentary,Sport	8.1	110
Tetsudon: The Kaiju Dream Match	2017	115	Comedy,Fantasy,Horror	5.1	16
Isolani	2017	107	Crime,Drama	7.0	79
Adiwiraku	2017	122	Drama	8.0	70
Off the Road	2017	110	Drama,Romance	6.2	52
Varnyathil Aashanka	2017	137	Comedy	6.7	672
Clint	2017	138	Biography,Drama	7.0	52
Arif V 216	2018	125	Comedy,Fantasy,Music	7.0	37621
Pilgrimage	2017	108	Adventure,Drama	5.5	195
Ruth	2018	120	Biography,Romance	6.3	257
Baja	2018	106	Comedy	4.1	350
The Riot Act	2018	101	Thriller	4.4	269
The Curse of Turandot	2021	111	Action,Fantasy,Romance	4.6	211
Chitrangada	2017	145	Thriller	4.0	46
Babu Baga Busy	2017	126	Comedy	5.0	734
Terra Masonica	2017	120	Documentary	8.8	15
The Photographer of Mauthausen	2018	110	Biography,Drama,History	6.7	11603
Girls of the Sun	2018	115	Drama,War	6.5	2653
Elisa & Marcela	2019	118	Biography,Drama,Romance	6.6	5403
To the Ends of the World	2018	103	Drama,War	6.3	1157
Prem Geet	2016	138	Romance	6.4	177
National Theatre Live: Hedda Gabler	2017	145	Drama	7.9	200
Cheaper by the Dozen	2022	107	Adventure,Comedy,Family	4.5	6392
Manje Bistre	2017	137	Comedy,Drama	6.5	1049
Trauma	2017	106	Action,Drama,Horror	4.9	1988
Odiyan	2018	167	Action,Drama,Fantasy	5.3	3896
Vasham	2017	115	Drama,Thriller	6.2	26
Lanka	2017	113	Drama,Mystery,Thriller	6.2	13
Black Crab	2022	114	Action,Adventure,Drama	5.7	23619
Calm Before	2021	109	Thriller	2.6	163
Everything Everywhere All at Once	2022	139	Action,Adventure,Comedy	7.9	440983
Ek Rajai Teen Lugai	2017	162	Comedy	6.6	7
Levine	2017	102	Mystery	5.4	40
Spre cer	2017	110	Drama	6.4	11
Babumoshai Bandookbaaz	2017	122	Action,Crime,Thriller	6.9	2321
Fukrey Returns	2017	141	Comedy	6.5	5727
Kavan	2017	150	Action,Drama,Thriller	7.1	2620
My Fairy Tail Love Story	2018	115	Fantasy,Romance	7.3	95
The Butler	2018	150	Drama,History,Romance	6.3	927
Offstage Elements	2019	107	Drama	5.5	22
The Monster Inside Me	2022	147	Documentary	9.4	60
Happenstance	2017	102	Comedy	7.9	225
Blodsbrødre	2018	115	Comedy,Drama	5.6	12
Scream for Summer	2017	112	Horror	4.5	57
The Book of Life	2017	120	Thriller	7.3	16
The Girl in the Mirror	2016	101	Horror	5.6	10
Born a King	2019	103	Drama,History	7.4	2586
Through Rosie Colored Glasses	2018	106	Drama	7.7	15
Muskurahatein	2017	132	Romance	2.7	1141
Trance	2020	170	Drama,Thriller	7.3	7820
High & Low: The Movie 2 - End of Sky	2017	124	Action	7.1	517
Mugulu Nage	2017	157	Romance	7.4	494
Overnight Republic	2017	110	Comedy	5.8	5043
The Intruder	2019	102	Horror,Thriller	5.6	18804
Come As You Are	2019	106	Comedy,Drama	7.0	3861
Marlowe	2022	109	Crime,Mystery,Thriller	5.3	5371
Kadamban	2017	142	Action,Adventure,Drama	5.4	496
Broken Mirrors	2018	104	Drama	6.8	199
Sivalinga	2017	156	Comedy,Horror,Mystery	4.7	553
Tenet	2020	150	Action,Sci-Fi,Thriller	7.3	528151
How to Break Up with My Cat	2016	102	Drama,Fantasy	6.6	17
The Tree	2018	104	Drama,War	6.1	87
Can't Help Falling in Love	2017	119	Comedy,Drama,Romance	6.9	986
Raja Ranguski	2018	120	Mystery	6.4	324
Bhaagamathie	2018	138	Action,Horror,Thriller	7.0	3219
212 Warrior	2018	123	Action,Adventure,Comedy	6.9	1581
New Trial	2017	119	Crime,Drama	6.8	1255
Can We Still Be Friends?	2017	113	Romance	6.4	96
Damo Suzuki & Sound Carriers: Live at Marie-Antoinette	2017	122	Documentary	9.0	6
Michael - (K)ein harter Vampirfilm	2017	111	Comedy	5.7	16
The Lies She Loved	2017	117	Drama,Mystery,Romance	6.4	948
Love and Lies	2017	106	Drama,Romance	5.6	248
Care for the Child: The Story of the Bridgeport General	2018	102	Documentary	9.2	17
Hitsville: The Making of Motown	2019	112	Documentary,Music	7.9	1659
Power Paandi	2017	125	Action,Drama,Musical	7.4	1908
Duvvada Jagannadham	2017	152	Action,Comedy,Crime	5.9	5575
Anbanavan Asaradhavan Adangadhavan	2017	160	Action	2.3	792
Sathriyan	2017	156	Action	4.8	170
Cemento: The Documentary	2017	105	Documentary,Music	7.3	62
Oxygen	2017	156	Action,Crime,Thriller	5.4	342
Love in Kilnerry	2019	105	Comedy	5.4	3382
Vanamagan	2017	141	Action,Adventure	5.6	890
Breaking the Limits	2017	108	Biography,Drama,Sport	7.4	2177
Dhairyam	2017	145	Action,Family,Thriller	5.9	108
The Anthem of the Heart	2017	119	Drama,Family	6.0	187
Revenge	2017	108	Action,Drama,Horror	6.4	45527
The Dancing Dogs of Dombrova	2018	102	Comedy,Drama	6.2	109
Coyote: The Mike Plant Story	2017	105	Adventure,Biography,Documentary	7.4	153
Find Me	2018	104	Drama	6.4	579
RiffTrax Live: Night of the Shorts IV - SF Sketchfest 2016	2016	123	Comedy	4.8	76
Life and Death on the Shore	2017	155	Drama	5.7	52
The Fourth Movement	2017	116	Drama	5.5	8
Remi, Nobody's Boy	2018	105	Adventure,Drama,Family	7.0	2692
Number One	2017	110	Drama,Thriller	5.9	592
Un berger et deux perchés à l'Elysée?	2019	101	Documentary	6.6	17
Venkatapuram	2017	103	Thriller	5.3	148
Journey to Somewhere	2021	108	Biography	5.7	29
Lost Transmissions	2019	105	Drama	5.1	1127
Ajab Singh Ki Gajab Kahani	2017	115	Drama	4.7	93
Kaattu	2017	163	Drama	6.8	217
Captain	2018	145	Biography,Sport	6.9	760
8 Thottakkal	2017	145	Action,Crime,Thriller	7.5	2101
Rajma Chawal	2018	117	Comedy,Drama,Family	5.7	1920
Tribalism Is Killing Us	2019	110	Documentary	1.1	83
Loro 1	2018	104	Biography,Drama	6.7	5193
Guerrero	2017	115	Documentary	7.8	30
Speed Kills	2018	102	Action,Crime,Drama	4.3	3763
Siam Square	2017	113	Drama,Horror,Mystery	5.3	214
Kittu Unnadu Jagratha	2017	143	Comedy	5.9	157
Rabb Da Radio	2017	121	Drama	8.1	926
Poramon 2	2018	146	Drama,Romance	6.5	1550
Saab Bahadar	2017	112	Thriller	7.0	242
Channa Mereya	2017	132	Romance	6.1	212
Sultana Bibiana	2017	122	Drama,Romance	7.2	30
Twelfth Night	2018	166	Comedy,Drama,Romance	6.9	36
Parasite	2019	132	Drama,Thriller	8.5	849545
Love X Doc	2018	113	Comedy,Romance	4.5	25
Two Girls	2018	104	Drama,Fantasy	6.2	50
Happy as Lazzaro	2018	128	Drama,Fantasy,Mystery	7.5	19128
The Sleep Curse	2017	102	Horror	5.6	999
ISIS: Enemies of Humanity	2017	135	Action	7.0	31
The Neighborhood	2017	107	Drama	7.6	2686
Un sentimiento honesto en el calabozo del olvido	2019	254	Crime,Drama,Fantasy	4.8	26
Krotoa	2017	117	History	6.6	65
Sümela'nin Sifresi 3: Cünyor Temel	2017	109	Comedy	2.8	259
Enkitta Mothathe	2017	110	Action,Comedy	5.1	62
King Lear	2018	147	Action,Adventure,Drama	6.1	16
Brindavanam	2017	170	Drama	6.7	214
Wasp Network	2019	127	Crime,Drama,Thriller	5.9	11293
Margo	2016	145	Drama,Thriller	6.9	8
The Captain	2017	118	Drama,History,Thriller	7.3	19073
Thondan	2017	138	Crime	6.1	274
Dhayam	2017	145	Thriller	4.7	109
Foxtrot	2017	113	Mystery	6.6	23
Chamm	2017	115	Drama	6.9	7
Paranormal Evil	2020	122	Horror,Thriller	6.0	79
Wandering	2016	121	Drama	7.1	41
A Gas Station	2016	110	Drama,Romance	6.7	22
La Bolduc	2018	103	Biography,Drama,Music	7.0	440
Dogman	2018	103	Crime,Drama,Thriller	7.2	28025
Time Freak	2018	104	Comedy,Drama,Romance	5.8	9363
Steel Rain	2017	139	Action,Drama,Thriller	7.1	6092
Project: Galaxy	2018	120	Sci-Fi	2.4	21
Daddy You, Daughter Me	2017	115	Comedy,Drama,Family	6.3	354
Karsandas Pay and Use	2017	136	Romance	7.4	482
Eternal Love	2017	107	Drama	8.5	23
Hillbilly Elegy	2020	116	Drama	6.7	44166
